Density_Raw,source_file,initial_cells,time_step,x_coordinate,density_rolling_mean,density_gaussian
4.662e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.47368421052631576,4.9284000000000005e-05,5.3159805190688955e-05
7.4592e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.5,4.7952e-05,5.5067809103786974e-05
6.5268e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.5263157894736842,4.4622e-05,5.094686204096358e-05
2.7972e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.5526315789473684,3.8628000000000004e-05,4.131722571289887e-05
3.7296e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.5789473684210527,3.3966e-05,3.0104670134882036e-05
1.3986e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.6052631578947368,2.331e-05,2.028461709743673e-05
4.662e-06,density_1D_filter_3_t1_refine4.dat,10000,1,0.631578947368421,1.5317999999999998e-05,1.323170434997575e-05
1.3986e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.6578947368421052,1.1322e-05,9.218663536913898e-06
0.0,density_1D_filter_3_t1_refine4.dat,10000,1,0.6842105263157894,9.990000000000001e-06,8.245825113924222e-06
9.324e-06,density_1D_filter_3_t1_refine4.dat,10000,1,0.7105263157894737,2.1978000000000002e-05,1.2508597159791521e-05
0.0,density_1D_filter_3_t1_refine4.dat,10000,1,0.7368421052631579,4.595342857142857e-05,2.773529269124055e-05
2.7972e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.763157894736842,7.991971428571428e-05,6.053736725554678e-05
9.7902e-05,density_1D_filter_3_t1_refine4.dat,10000,1,0.7894736842105263,0.000132534,0.00011297188799000188
0.00017249,density_1D_filter_3_t1_refine4.dat,10000,1,0.8157894736842105,0.000181152,0.00017981549235821656
0.00025175,density_1D_filter_3_t1_refine4.dat,10000,1,0.8421052631578947,0.00023976057142857145,0.0002497786011843927
0.0003683,density_1D_filter_3_t1_refine4.dat,10000,1,0.8684210526315789,0.0002830502857142857,0.0003087817325132444
0.00034965,density_1D_filter_3_t1_refine4.dat,10000,1,0.894736842105263,0.00031901428571428573,0.00034769605805579545
0.00041026,density_1D_filter_3_t1_refine4.dat,10000,1,0.9210526315789473,0.00038694714285714284,0.0003716645060907397
0.000331,density_1D_filter_3_t1_refine4.dat,10000,1,0.9473684210526315,0.00044022714285714285,0.0004011017470691536
0.00034965,density_1D_filter_3_t1_refine4.dat,10000,1,0.9736842105263157,0.0004562114285714286,0.00045272711521134496
0.00086713,density_1D_filter_3_t4_refine4.dat,10000,4,0.0,0.000749415,0.0007919287652235739
0.00073193,density_1D_filter_3_t4_refine4.dat,10000,4,0.02631578947368421,0.00075804,0.000767479051928879
0.00070862,density_1D_filter_3_t4_refine4.dat,10000,4,0.05263157894736842,0.0007459183333333334,0.0007406765006045559
0.00068998,density_1D_filter_3_t4_refine4.dat,10000,4,0.07894736842105263,0.0007325985714285713,0.0007259506880416756
0.00079254,density_1D_filter_3_t4_refine4.dat,10000,4,0.10526315789473684,0.0007019628571428571,0.0007153881320738577
0.00068531,density_1D_filter_3_t4_refine4.dat,10000,4,0.13157894736842105,0.0006906414285714285,0.0006964571619013547
0.00065268,density_1D_filter_3_t4_refine4.dat,10000,4,0.15789473684210525,0.00065601,0.00066850598491238
0.00065268,density_1D_filter_3_t4_refine4.dat,10000,4,0.18421052631578946,0.0006240414285714285,0.0006332997331435007
0.00065268,density_1D_filter_3_t4_refine4.dat,10000,4,0.21052631578947367,0.0005847471428571428,0.0005884019818657694
0.0004662,density_1D_filter_3_t4_refine4.dat,10000,4,0.23684210526315788,0.0005547771428571429,0.0005406820940515043
0.0004662,density_1D_filter_3_t4_refine4.dat,10000,4,0.2631578947368421,0.0005248071428571429,0.0005051348616542299
0.00051748,density_1D_filter_3_t4_refine4.dat,10000,4,0.2894736842105263,0.00048284857142857137,0.0004827425597783138
0.00047552,density_1D_filter_3_t4_refine4.dat,10000,4,0.3157894736842105,0.00044088999999999993,0.0004590534299726834
0.00044289,density_1D_filter_3_t4_refine4.dat,10000,4,0.3421052631578947,0.00041757999999999997,0.00042436554997215376
0.00035897,density_1D_filter_3_t4_refine4.dat,10000,4,0.3684210526315789,0.0003689614285714285,0.0003794407640257292
0.00035897,density_1D_filter_3_t4_refine4.dat,10000,4,0.39473684210526316,0.00030835571428571425,0.0003245433585384304
0.00030303,density_1D_filter_3_t4_refine4.dat,10000,4,0.42105263157894735,0.0002564085714285714,0.00025838613082013905
0.00012587,density_1D_filter_3_t4_refine4.dat,10000,4,0.4473684210526315,0.00020912285714285713,0.00019084825705684236
9.324e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.47368421052631576,0.00016916342857142857,0.00014012974483130995
0.00011189,density_1D_filter_3_t4_refine4.dat,10000,4,0.5,0.000123876,0.00011151444772780892
0.00011189,density_1D_filter_3_t4_refine4.dat,10000,4,0.5263157894736842,8.191800000000001e-05,9.295933553829317e-05
7.9254e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.5526315789473684,6.593457142857142e-05,7.255022312722542e-05
4.1958e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.5789473684210527,5.661057142857143e-05,5.0373622158594114e-05
9.324e-06,density_1D_filter_3_t4_refine4.dat,10000,4,0.6052631578947368,4.9950285714285714e-05,3.5039606174565026e-05
1.3986e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.631578947368421,5.661028571428572e-05,3.603163613312423e-05
2.7972e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.6578947368421052,9.124257142857143e-05,6.176763808061034e-05
6.5268e-05,density_1D_filter_3_t4_refine4.dat,10000,4,0.6842105263157894,0.00016916428571428572,0.00012208233944379233
0.00015851,density_1D_filter_3_t4_refine4.dat,10000,4,0.7105263157894737,0.0002723937142857143,0.00022557861430068098
0.00032168,density_1D_filter_3_t4_refine4.dat,10000,4,0.7368421052631579,0.0003776214285714286,0.00036790453970838926
0.00058741,density_1D_filter_3_t4_refine4.dat,10000,4,0.763157894736842,0.0005094897142857142,0.0005242897836194714
0.00073193,density_1D_filter_3_t4_refine4.dat,10000,4,0.7894736842105263,0.0006227100000000001,0.0006633023671934041
0.00075058,density_1D_filter_3_t4_refine4.dat,10000,4,0.8157894736842105,0.0007206114285714286,0.0007671703263354857
0.00095105,density_1D_filter_3_t4_refine4.dat,10000,4,0.8421052631578947,0.0008025285714285714,0.000832160456948101
0.00085781,density_1D_filter_3_t4_refine4.dat,10000,4,0.8684210526315789,0.0008564742857142858,0.0008648383746526734
0.00084382,density_1D_filter_3_t4_refine4.dat,10000,4,0.894736842105263,0.0008844471428571429,0.0008860104871334161
0.0008951,density_1D_filter_3_t4_refine4.dat,10000,4,0.9210526315789473,0.00097835,0.0009213434850406025
0.00096503,density_1D_filter_3_t4_refine4.dat,10000,4,0.9473684210526315,0.0010303,0.0009883215239470248
0.00092774,density_1D_filter_3_t4_refine4.dat,10000,4,0.9736842105263157,0.00108957,0.0010877343001919192
0.0012494,density_1D_filter_3_t3_refine4.dat,14000,3,0.0,0.0009383885714285714,0.0009839266440102644
